Nome Contratado,Quantidade_Orgao,Total_Contratos
SILVIO CESAR DA SILVA,1,79500.0000
SIMEIA RAMOS DA SILVA LUNA,1,10000.0000
SIMPLESMENTE TECNOLOGIA E ENGENHARIA LTDA,1,80148.8000
SERVPLAN - SERVICOS DE LIMPEZA AMBIENTAL LTDA,1,250112.8800
"SETOR MB CONSTRUCOES, SERVICOS E COMERCIO LTDA",1,1255698.8400
SEVERO & TENFEN ELETROMECANICA LTDA,1,231920.0000
SG TECNOLOGIA CLINICA LTDA,1,8131.2000
SG-AMARANTE EDITORIAL LTDA,1,524957.2900
SGE COMERCIO DE MATERIAL DIDATICO LTDA,1,1010995.2800
SHEYLA OLIVEIRA LISBOA,1,67021.3900
SHIMADZU DO BRASIL COMERCIO LTDA.,1,8355.0000
SIB-SPACE IMAGING BRASIL PRODUTOS E REPRESENTACOES SA,1,414750.0000
SIDERAL LINHAS AEREAS LTDA,1,9968000.0000
QPACK SOLUCOES ANALITICAS LTDA,1,17000.0000
QUALITY COMERCIO DE EQUIPAMENTOS OPERACIONAL LTDA,1,760000.0000
QUEIROZ ELETRICA E AR CONDICIONADO LTDA,1,691418.0000
QUINTETO EDITORIAL LTDA,1,1304497.6000
R & L SERVICOS E COMERCIOS ALIMENTICIOS LTDA,1,264000.0000
R A FERRAGENS COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS LTDA,1,599971.1900
R C V R DE OLIVEIRA LTDA,1,250620.3000
R M MACHADO E CIA LIMITADA,1,852577.4400
R MORAES AGENCIA DE TURISMO LTDA,1,100735.2000
R R PINHEIRO PEREIRA,1,269710.4600
R R R SEGURANCA ELETRONICA LTDA,1,10340.0000
R SILVA E SOUSA LTDA,1,11841.7000
R. C. COMERCIO DE PRODUTOS METALURGICOS FERROVIARIOS LTDA,1,83532.0000
R. C. DIEGO DE SOUZA & DE PAULA LTDA,1,1352.0000
R. C. ROMANO IMPORTACAO DE ELETRO,1,54735.0000
R. C. SERVICOS DE DIAGNOSTICO POR IMAGEM LTDA,1,100000.0000
R. F. SONI - ALIMENTOS,1,1200.0000
R.BRANDS LTDA,1,808100.0000
R.C - MOVEIS LTDA,1,183400.0000
R.JR ENGENHARIA LTDA,1,12552000.0000
R.M. BRITO REPRESENTACOES LTDA.,1,1387719.2300
R.M.SANTA EFIGENIA LTDA.         -,1,60000.0000
R.T.J COMERCIO DE PAPELARIA EIRELI,1,3413.9300
R.V. BRAZAO LTDA,1,192000.0000
R7 FACILITIES - MANUTENCAO E SERVICOS LTDA,1,2994864.9600
RA TELECOM LTDA,1,197500.0000
RAD IMAGEM S/S LTDA,1,150000.0000
RAD SERVICOS ESPECIALIZADOS E COMERCIO LTDA,1,9799.0000
RADNOR ENGENHARIA E TELECOMUNICACAO LTDA,1,33727.2000
RAFAEL ILELIS DE B. SILVA EDITORIAL,1,243145.9000
RAFAEL WICIUK LTDA,1,2980630.0000
RAMON DA SILVA MORAES,1,19080.0000
RAQUEL BRITO MIRANDA DE QUEIROZ,1,30000.0000
RBR TRANSPORTE E LOCADORA LTDA,1,1603917.0000
RC SEGURANCA DO TRABALHO LTDA,1,15920.1500
RCE COMERCIO DE EQUIPAMENTOS DE TELEMATICA LTDA,1,12600.0000
RCHISTO SOLUCOES COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS E SERVICOS LABORAT,1,22713.9000
RCJS CONSTRUCAO CIVIL LTDA,1,139297.3000
REABILIT CLINIC FISIOTERAPIA E SAUDE LTDA.,1,79500.0000
REAL DIGITAL SERVICOS E SOLUCOES EM TECNOLOGIA LTDA,1,140760.0000
REAL ENERGY LTDA,1,666929.1500
REAL JG FACILITIES LTDA,1,1025406.4800
REAL LOCACOES E SERVICOS LTDA,1,167837.7700
REAL NORTE CONSTRUTORA LTDA,1,197566.3200
RECH COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,1,548900.0000
RECIMED SOLUÇÕES EM SAÚDE EIRELI,1,500000.0000
RECINTEC TECNOLOGIAS AMBIENTAIS LTDA,1,4658.4000
RED TECH EMPREENDIMENTOS LTDA,1,136312.0000
REDE CONTMAX - CONTABILIDADE & CONSULTORIA LTDA,1,1.0000
REDE LOCACAO DE MAO DE OBRA TEMPORARIA LTDA,1,1642452.9400
REDE NACIONAL DE ENSINO E PESQUISA - RNP,1,11413693.7200
REDISUL INFORMATICA LTDA,1,940673.3000
PROGRAMA NACIONAL DE CONTROLE DE QUALIDADE LTDA,1,18999.9600
PROGRIDA - PRESTACAO DE SERVICOS LTDA,1,330969.6000
PROJECTA PROJETOS E CONSTRUCOES DE EDIFICIOS LTDA,1,1325861.4200
PROMARK COMERCIO E SERVICOS LTDA,1,24090.0000
PROMEDI DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,1,9563.4000
PROMOBOOK EDITORIAL DE LIVROS E PRODUTOS EDUCATIVOS LTDA,1,524188.0800
PROPAGA MULTIVENDAS E SERVICOS INTEGRADOS LTDA,1,30999.0000
PRO-REDE TELECOMUNICACOES & INFORMATICA LTDA,1,51092.5500
PROSA NOVA EDUCULTTECH LTDA,1,1070493.6300
PRO-SERVICE SERVICOS PROFISSIONAIS E ESPECIALIZADOS LTDA,1,157380.0000
PROSPER EDITORA E GRAFICA LTDA,1,422268.8700
PROTECOP SAS,1,0.0000
PROTECTOR PRODUTOS HOSPITALARES LTDA,1,5440.0000
PROTEGA - SECURITY SOLUTIONS LTDA,1,556350.0000
PROTEMED SEGURANCA E MEDICINA OCUPACIONAL LTDA,1,3000000.0000
PROTOWER SEGURANCA E VIGILANCIA PRIVADA LTDA,1,400497.2400
PROVENET INTERNET SERVICES LTDA,1,2400.0000
PRS ALIMENTACAO E SERVICOS LTDA,1,1489200.0000
PUBLIBOOK - LIVROS E PAPEIS LTDA,1,587100.8500
PUBLICACOES MERCURYO NOVO TEMPO LTDA,1,409362.1400
PRIME MEDICAL COMERCIO DE MATERIAL MEDICO LTDA,1,138000.0000
PRIMEIRO TIME INFORMATICA LTDA,1,101000.0000
PRIMUS CONSTRUCOES E ACABAMENTOS LTDA,1,698982.3300
PRINTEC TECNOLOGIA DA IMPRESSA0 LTDA,1,1521314.8800
PRINTER ONE GESTAO DE DOCUMENTOS LTDA,1,82943.8800
"PRIORI SERVICOS E SOLUCOES , CONTABILIDADE LTDA",1,1.0000
PRIS SOFTWARE S.A.,1,10226.0000
PRISCILLA DYANNE FERNANDES DE OLIVEIRA,1,30000.0000
PRISMA CONSULTORIA AMBIENTAL LTDA,1,1794189.3600
PRISMA TELECOMUNICACOES LTDA,1,178962.9600
PROATIVA ARTIGOS PARA LABORATORIO LTDA,1,991.8000
PROCARE - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,1,4024.8000
"PRODUMED - SERVICOS,INDUSTRIA E COMERCIO LTDA.",1,13450.3500
PRODUTIVA SERVICOS OBRAS MANUTENCAO E LOCACAO DE MAO DE OBRA ESPECIALIZADA LTDA,1,957745.4400
PRODUTIVIDADE SERVICOS ESPECIALIZADOS DE INSTALACOES LTDA,1,203690.1500
PROERG PROJETOS E EMPREENDIMENTOS LTDA,1,21648685.0400
RODRIGO ARAUJO DE OLIVEIRA 00950811009,1,780000.0000
RODRIGUES & RODRIGUES EDITORA LTDA,1,487456.2900
RODRIGUES CRUZ TELECOMUNICACAO & ELETRICIDADE LTDA,1,40384.8600
RODRIGUES PUBLICIDADE LTDA MEIA LTDAA INCENDIO LTDA,1,108000.0000
ROMMEL RIBEIRO LOURENCO COSTA,1,67021.3900
RONALDO CESAR VILELA SILVA,1,79500.0000
RONIEL SANTOS FARIAS 70080037143,1,1800.0000
RONISE FERREIRA DOTTO,1,78000.0000
RONNY ROBERTO DUMKE KUFNER,1,200000.0000
ROSE CLER DUARTE FERNANDES,1,10150.0000
ROSE MARY PEREIRA CASTANHO,1,300000.0000
ROSS MEDICAL LTDA,1,147760.0000
ROTA IMAGINARIA COMUNICACAO E COMERCIO DE LIVROS LTDA,1,141288.7400
RPA MINAS COMERCIO DE PECAS E LOCACAO DE EQUIPAMENTOS E SERVICOS DE USINAGEM LTD,1,279900.0000
RPL COMERCIO E SERVICOS LTDA,1,29900.0000
RR ADMINISTRACAO & SERVICOS LTDA,1,1706335.4400
RR POINT LTDA,1,51399.8800
RSTECH ENGENHARIA E COMERCIO LTDA.,1,222580.0000
RUBENS PETIT FERREIRA NETO,1,216000.0000
RUSSAS EMPREITEIRA DE MAO DE OBRA LTDA,1,554657.1800
RVA CONSTRUCOES E EMPREENDIMENTOS LTDA,1,152027.8900
RZ EQUIPAMENTOS VETERINARIOS LTDA,1,34660.0000
S & G PRESTADORA DE SERVICOS LTDA,1,5324031.3100
S F CONSTRUCOES E SERVICOS LTDA,1,2177820.5100
S N SINALIZADORA NACIONAL E SERVICOS LTDA,1,4389933.9900
S R A CARVALHO LTDA,1,80000.0000
S.R.J COMERCIO & SERVICOS LTDA,1,682948.0300
SABIN - SERVICOS HOSPITALARES LTDA,1,1000000.0000
SABRINA RAMOS DE SOUZA,1,79500.0000
SAFE SERVICOS E CONSULTORIA EM CIRCULACAO EXTRACORPOREA LTDA,1,402000.0000
SALAMANDRA EDITORIAL LTDA.,1,1092841.1500
SALES CONTABILIDADE LTDA,1,2500.0000
SALETE APARECIDA DOS SANTOS SILVA,1,79500.0000
SALVATI EXPORT PIPES TUBOS E CONEXOES LTDA,1,49960.0000
SAMHI SANEAMENTO MAO DE OBRA E HIGIENIZACAO LTDA,1,106485.0800
SAMIRA GONCALVES DE OLIVEIRA CAMPOS,1,3000.0000
SAMMA SERVICOS LTDA,1,298094.4000
SAMTRONIC INDUSTRIA E COMERCIO LTDA,1,335859.3000
SANDRA MENDONCA DE ALENCAR,1,186588.3300
REPRESENTACOES PAULISTA LTDA,1,1916871.7200
REPROCRIA CONSULTORIA REPRODUTIVA LTDA,1,176500.0000
RESAH COMERCIO DE EQUIPAMENTOS E SUPRIMENTOS LTDA,1,1300.0000
RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE LTDA,1,390000.0000
RESSONANCIA MAGNETICA MED IMAGEM LTDA,1,12000.0000
RESULTO CONSULTORIA E TREINAMENTO LTDA,1,75000.0000
RETEC-TECNOLOGIA EM RESIDUOS LTDA,1,82504.0800
RETICENCIAS PRODUCOES LITERARIAS E EDITORIAIS LTDA,1,701957.3800
RETROFIT ENGENHARIA DE SERVICOS LTDA,1,10063063.6400
REVISTAS DE CULTURA PRODUCOES ARTISTICAS LTDA,1,871065.4400
REY-GLASS COMERCIAL E SERVICOS LTDA,1,4207.4000
REZIDUALL GESTAO DE RESIDUOS LTDA,1,22320.0000
RF CLIMATIZACAO COMERCIO E SERVICOS LTDA,1,1270470.0000
RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,1,240000.0000
RH99 SISTEMAS LTDA,1,11880.0000
RHJ LIVROS LTDA,1,637012.8200
RIBEIRO CONSTRUTORA LTDA,1,721568.9600
RICARDO ADRIANO DIAS FERREIRA,1,79500.0000
RICARDO ALVES RAMOS DE BRITO EXTINTORES,1,25150.3800
RICARDO MOTTA DE ANDRADE,1,7770.0000
RICHELY DANTAS WANDERLEY RAMALHO,1,50000.0000
RICHMOND EDUCACAO LTDA.,1,2031759.2700
RIMA - RIO MADEIRA AVIACAO LTDA,1,8571760.0000
RIO 40O TRADE LTDA,1,263321.2400
RIO MINAS - TERCEIRIZACAO E ADMINISTRACAO DE SERVICOS LTDA,1,335982.9000
RIO+ SANEAMENTO BL3 S.A,1,3960.3800
RJD HOSPITALAR LTDA,1,522000.0000
RK IMPLEMENTOS AGRICOLAS LTDA,1,88470.0000
ROBERTA BORDIGNON MOCELIN,1,1027030.2000
ROBERTO HELENO LOPES,1,67021.3900
ROCHA E SIRIANO LTDA,1,500000.0000
ROCHE DIAGNOSTICA BRASIL LTDA.,1,113102200.0000
CENTRO DE MEDICINA NUCLEAR DO AMAZONAS LTDA,1,400000.0000
CENTRO DE PATOLOGIA DE POUSO ALEGRE LTDA,1,79500.0000
CENTRO DE PESQUISAS DE ENERGIA ELETRICA CEPEL,1,18343471.7000
CENTRO DE RETINA E VITREO DE RONDONIA LTDA,1,750000.0000
CENTRO DE TRATAMENTO OCULAR LTDA,1,1200000.0000
CENTRO DE VIDEO ENDOSCOPIA LTDA,1,160000.0000
CENTRO DIAGNÓSTICO BORIS BERENSTEIN LTDA (BOA VIAGEM),1,200000.0000
CENTRO INTEGRADO DE ANALISES AMBIENTAIS LTDA,1,165533.1000
"CENTRO INTEGRADO PARAIBANO DE SAUDE SERVICOS DE, FISIOTERAPIA, PSICOLOGIA, NUTRI",1,80000.0000
CENTRO MEDICO DE CHECK UP LTDA,1,628301.6100
CENTRO MEDICO DE DIAGNOSTICO DE IMAGEM E LABORATORIAL DE MANILHA LTDA,1,500000.0000
CENTRO MEDICO DE PRESTACAO DE SERVICOS LTDA,1,990000.0000
CENTRO MEDICO DO VALE DO SAPUCAI LTDA.,1,990000.0000
CENTRO MEDICO HOSPITALAR LEONARDO F. SILVA LTDA,1,50000.0000
CENTRO OESTE - PRESTADORA DE SERVICO DE DESINSETIZACAO LTDA,1,153600.9000
CENTRO PARAIBANO DE CLINICA E CIRURGIA DE OLHOS LTDA,1,350000.0000
CENTROCOR CENTRO CARDIOLOGICO DA PARAIBA LTDA,1,580000.0000
CENTURION SEGURANCA E VIGILANCIA LTDA,1,775441.2000
CENUTRI COMERCIO E SERVICOS LTDA,1,13215.0000
CEPALAB LABORATORIOS S.A,1,0.0000
"CEPHEID BRASIL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS DE DIAGNOSTICOS LTD",1,22500.0000
CEQUIP IMPORTACAO E COM LTDA,1,360000.0000
CERNE ENGENHARIA E PROJETOS LTDA,1,10000.0000
CESAR CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE,1,85350.0000
"CETRIC CENTRAL DE TRATAMENTO DE RESIDUOS SOLIDOS, INDS E COMS DE CHAPECO LTDA",1,327529.8600
CHADA COMERCIO E SERVICOS LTDA,1,767067.9600
CHANGE CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA,1,59650.0000
CHAO EDITORA LTDA.,1,903168.4500
CHARLIE EQUIPAMENTOS LTDA,1,178683.2000
CHAVESPIVA MEDICINA,1,60000.0000
CEMPRE - CENTRO MINEIRO DE PERFORMANCE E REABILITACAO ESPORTIVA LTDA,1,79500.0000
CENTERNOX SERVICOS PROFISSIONAIS LTDA-EPP,1,180000.0000
CENTRAL ALIMENTOS E SERVICOS LTDA,1,135709.4200
"CENTRAL CIRURGICA COMERCIO, IMPORTACAO E EXPORTACAO LTDA",1,5619.9000
CENTRAL IT TECNOLOGIA DA INFORMACAO S/A,1,7655827.5300
CENTRO AVANCADO DE ENDOSCOPIA DA PARAIBA LTDA,1,37000.0000
CENTRO CLINICO PRO PHYSIO LTDA,1,1200000.0000
CENTRO CUIABANO DE EXCELENCIA EM OFTALMOLOGIA LTDA,1,140000.0000
CENTRO DE ATENDIMENTO DE SERVICOS MEDICOS RIOS VAZ LTDA,1,1200000.0000
CENTRO DE BIOLOGIA EXPERIMENTAL OCEANUS LTDA,1,27633.3000
CENTRO DE DIAGNÓSTICO BORIS BERENSTEIN  LTDA (CABO DE STO AGOSTINHO),1,200000.0000
CENTRO DE DIAGNOSTICO BORIS BERENSTEIN LTDA,1,200000.0000
CENTRO DE DIAGNOSTICO DO APARELHO LOCOMOTOR S/S,1,20000.0000
CENTRO DE DIAGNOSTICO JOSE ROCHA DE SA - LTDA,1,150000.0000
CENTRO DE DIAGNOSTICO MEMORIAL MARIE CURIE LTDA,1,800000.0000
CENTRO DE FISIOTERAPIA E REABILITACAO FUNCIONAL FISIO 10 LTDA,1,1200000.0000
CENTRO DE FISIOTERAPIA ESPORTIVA E CARDIOPULMONAR LTDA,1,1200000.0000
CENTRO DE IMAGENS DIAGNOSTICAS LTDA,1,3890335.3000
CARLOS LEONARDO BORCHERT,1,2216.6000
CAROCHINHA EDITORA LTDA,1,761816.6800
CAROLINA CAMARGOS MARQUES FLORENTINO,1,0.0000
CARPENEDO & CIA. LTDA.,1,43133081.3700
CASA DE LETRAS E GRAFICA LTDA,1,1003122.9000
CASA DOS LIVROS EDITORA LTDA,1,783783.4700
CASA DOS MUNDOS PRODUCAO EDITORIAL E GAMES LTDA.,1,964468.3100
CASA LIMPA DEDETIZADORA LTDA,1,3119835.0000
CASA VIVA MOVEIS E DECORACAO LTDA,1,146961.1600
CASCUDO POTIGUAR NEGOCIOS E SERVICOS LTDA,1,1791.2000
CAST INFORMATICA S/A,1,19523860.4000
CASTILHO ENGENHARIA E EMPREENDIMENTOS S/A,1,41338736.5700
CATERAIR SERVICOS DE BORDO E HOTELARIA LTDA,1,30000.0000
CATIONLAB EQUIPAMENTOS E PRODUTOS PARA LABORATORIO LTDA,1,41718.0000
CATTEDRA SOLUCOES EM TI LTDA,1,114300.0000
CDC - COMERCIO E SERVICOS EM TELECOMUNICACOES LTDA.,1,26150.0000
CDI DENTAL LTDA,1,2500000.0000
CECILIA DIMITRIEVNA DE ALBUQUERQUE WARIS SERVICOS DE REABILITACAO LTDA,1,1200000.0000
CECORD - CENTRO INTEGRADO DE CARDIOLOGIA LTDA,1,500000.0000
CEDRUL CENTRO DE DIAGNOSTICO POR IMAGEM LTDA,1,100000.0000
CALEVI MINERADORA E COMERCIO LTDA,1,49824.0000
CALIA/ Y2 PROPAGANDA E MARKETING LTDA.,1,215000000.0000
CALIGRAMA EDITORIAL LTDA,1,502093.8600
CAMASSO COMERCIO E SERVICOS DE INFORMATICA LTDA,1,31500.0000
CAMERON EDITORA E GRAFICA LTDA.,1,2183830.0800
CAMILA GAVASSONI NASCIMENTO LTDA,1,47408.0000
CAMILLA COELHO TEODORO,1,79500.0000
CAMPOS CORREA CARDIOLOGIA LTDA,1,79500.0000
CANIL CARAIBAS LTDA,1,423592.0000
CANON MEDICAL SYSTEMS DO BRASIL LTDA,1,261720.0000
CAOA MONTADORA DE VEICULOS LTDA,1,599980.0000
CAPE - INCORPORADORA DE SERVICOS LTDA,1,521202.0000
CAPITAL DAS LETRAS DISTRIBUIDORA DE LIVROS,1,319287.9300
CAPROMED FARMACEUTICA LTDA,1,2566.0000
CARDEAL GESTAO EMPRESARIAL E SERVICOS LTDA,1,11394220.4400
CARINE SILVA DOS SANTOS,1,975.7000
CARIOCA SOLUTION LTDA,1,270593.3000
CARLA DE OLIVEIRA CORREA,1,1667.5000
CARLOS ANDRE MATIAS COSTA,1,912491.7600
BROS BR OBRAS E SERVICOS LTDA,1,1475707.4300
BRUKER AXS BMBH,1,534187.5000
BRUKER DO BRASIL COMERCIO E REPRESENTACAO DE PRODUTOS CIENTIFICOS LTDA.,1,44220.0000
BRUNA NADIELY VICTOR DA SILVA,1,30000.0000
BRUNO BARBOSA DA SILVA,1,77566.2800
BRUNO OLIVEIRA GAULIO,1,29282.2800
BSH INDUSTRIA E COMERCIO DE PECAS DO VESTUARIO LTDA,1,247402.8000
BSOLAR ENERGIA LTDA,1,455399.0000
BULL LTDA,1,435600.0000
BUNKER COMERCIAL LTDA,1,58100.0000
BUNZL EQUIPAMENTOS PARA PROTECAO INDIVIDUAL LTDA,1,8154.1000
BUQUI COMERCIO DE LIVROS LTDA,1,568401.4000
BURITI COMERCIO E SERVICOS LTDA,1,26343.5400
BUSSOLA COMERCIO E SERVICOS LTDA,1,319800.0000
BW REFRIGERACAO E CLIMATIZACAO LTDA,1,78737.0000
BWA INDUSTRIA E COMERCIO LTDA,1,2700.0000
BY INFORMATION TECHNOLOGY SERVICES LTDA,1,74600.0000
C & S VIGILANCIA E SEGURANCA PATRIMONIAL LTDA,1,9312000.0000
C AUGUSTO MORAIS FAVACHO,1,272875.4000
C B A CONSTRUCOES LTDA,1,2115307.9900
C H COMERCIO E SERVICOS LTDA,1,480000.0000
C L SANTOS & CIA LTDA,1,177654.5200
C L TECNOLOGIA COMERCIO & SERVICOS LTDA,1,322650.0000
C N JACOBINA,1,10010.0000
C V S MAQUINAS OPERATRIZES LTDA,1,491400.0000
C. COM INFORMATICA IMP. EXP. COMERCIO E INDUSTRIA LTDA,1,341636.0000
C.L.B. PRODUCOES ARTISTICAS LTDA,1,260406.2800
CADIM CENTRO AVANCADO DE DIAGNOSTICO POR IMAGEM LTDA,1,1500000.0000
CAF BRASIL INDUSTRIA E COMERCIO SA,1,9416252.8200
CAFE NOIR CAFETERIA E BOMBONIERE LTDA,1,23892.0000
CAFISIO ATIVIDADE MEDICA E DE FISIOTERAPIA LTDA,1,1200000.0000
CAIO VILELA FOTOGRAFIA LTDA,1,441369.1400
BEHROUZ BIGLARI,1,35000.0000
BELA BRAVA CULTURAL LTDA.,1,451100.2800
BELCHAIR COMERCIO DE MOVEIS LTDA,1,47640.0000
BELFORT GERENCIAMENTO DE RESIDUOS LTDA,1,139100.0000
BELMAC CONSTRUTORA LTDA,1,680000.0000
BELMAR BEL DISTRIBUIDORA E SERVICOS LTDA,1,236647.8000
BEM ESTAR TRANSPORTES E PRESTACAO DE SERVICOS LTDA,1,2903527.3200
BENEFICENCIA NIPO BRASILEIRA DA AMAZONIA,1,1200000.0000
BENER COMERCIAL IMPORTADORA EXPORTADORA LTDA,1,299850.0000
BERLENDIS EDITORES LTDA,1,948411.9500
BEST PHARMA TERAPIA NUTRICIONAL LTDA,1,1200000.0000
BEST VIGILANCIA E SEGURANCA LTDA,1,772058.6400
BEUVALI CONSTRUTORA E PROJETOS DE ENGENHARIA LTDA,1,912393.2800
BF TECNOLOGIA LTDA,1,28000.0000
BG SOLUÇÕES E ALIMENTAÇÃO EIRELI,1,1354056.0000
BRASIL DIGITAL SERVICOS DE INFORMATICA E COMERCIO LTDA,1,1808.8000
BRASIL FRETAMENTOS LTDA,1,187100.0000
"BRASIL MED CARE IMPORTACAO, EXPORTACAO, COMERCIO E DISTRIBUICAO LTDA.",1,236.0000
BRASIL SERVICOS DE ADMINISTRACAO E TERCEIRIZACAO DE MAO DE OBRA LTDA,1,1018795.0900
BRASILNET TELECOMUNICACOES DO PARANA LTDA,1,4000.0000
BRASILSEG COMPANHIA DE SEGUROS,1,1082.4000
BRASLIMP TRANSPORTES ESPECIALIZADOS LTDA,1,30325.6800
AGROMAQUINAS EMPREENDIMENTOS AGRICOLAS LTDA,1,25851309.8600
AGROVET SUL SERVICOS E COMERCIO DE EQUIPAMENTOS LTDA,1,48640.0000
AGUAS DE BARRA DO GARCAS LTDA,1,4393.4900
AGUAS DE NITEROI S/A,1,1800.0000
AGUAS DE TERESINA SANEAMENTO SPE S.A.,1,412907.1000
BRAVO AR SERVICE COMERCIO MAQUINAS E EQUIPAMENTOS LTDA,1,848334.2400
BRAVOS K9 ADESTRAMENTO LTDA,1,103996.0000
BREF GESTAO EMPRESARIAL LTDA,1,23229975.7500
CONTRATADO : ASSOCIACAO BRASILEIRA DE RECURSOS-EM TELECOMUNICACOES,1,24927.3800
CONTRATADO : BENEDICTUS PRODUCOES ARTISTICAS  -LTDA - EPP,1,60000.0000
CONTRATADO : CLINICA MEDIMAGEM SAO FRANCISCO  -LTDA,1,30000.0000
CONTRATADO : CLUBE NAVAL,1,0.0000
CONTRATADO : COMPANHIA  DE  AGUAS  E ESGOTOS DOMARANHAO,1,5423.0400
CONTRATADO : COMPANHIA BRASILEIRA DE TRENS    -URBANOS,1,259200.0000
CONTRATADO : COOPERATIVA CEARENSE DE PRODUTORESFAMILIARES CCPF,1,7473.2000
CONTRATADO : CORPUS RADIOLOGIA ODONTOLOGICA   -LTDA. - ME,1,990000.0000
CONTRATADO : DELTRONICA TECNOLOGIA LTDA       -,1,44500.0000
CONTRATADO : FISIOHELP LTDA - ME              -,1,342295.7800
CONTRATADO : FREDERICO AUGUSTUS MARTINS DE    -RESENDE,1,67021.3900
CONTRATADO : FUNDACAO HOSPITALAR DR. MOISES   -MAGALHAES FREIRE,1,60625.0000
CONTRATADO : GERARDO TRINDADE ANALISES CLINICASLTDA. - ME,1,15000.0000
CONTRATADO : HOSPITAL NOSSA SENHORA DA        -CONCEICAO SA,1,1200.0000
CONTRATADO : JOSE LUIZ DE FIGUEIREDO          -41307844987,1,4515.9000
CONTRATADO : JOSIANE DADALTO CIPRIANO DE PAULA-,1,53400.0000
CONTRATADO : LABORATORIO DE ANALISES CLINICAS -SCHIRLEI LTDA,1,22000000.0000
CONTRATADO : LAC JOSE AMARO LTDA - EPP        -,1,722009.9100
CONTRATADO : MARIA CLAUDIA DA SILVA MACIEL    -MUNCH,1,67021.3900
CONTRATADO : MILENA RIBEIRAL MATOS            -,1,67021.3900
CONTRATADO : SGY CONSULTORIA E EMPREENDIMENTOS-LTDA,1,510000.0000
CONTRATADO : SINGULAR COMERCIO DE EQUIPAMENTOS-DE PROTECAO INDIVIDUA,1,4783.8500
CONTRATADO : SOCIEDADE       PORTUGUESA      DEBENEFICENCIA,1,1200000.0000
CONTRATADO : UNIMED DE PIRAPORA COOPERATIVA DE-TRABALHO MEDICO,1,60625.0000
CONTRATADO : VITRINE FILMES LTDA  - ME        -,1,215000.0000
CONTRATADO : VIVIAN SILVEIRA DOURADO - ME     -,1,10000.0000
CONTROL LAB CONTROLE DE QUALIDADE P LABORATORIOS LTDA,1,55200.0000
CONVIVA SERVICOS E GESTAO DE MAO DE OBRA LTDA,1,4858625.7600
COOK EMPREENDIMENTOS EM ALIMENTACAO COLETIVA LTDA.,1,25356102.0000
COOP REG PROD DE LEITE DE SERRANIA LTDA,1,17160.0000
COOPERATIVA AGRO ALIMENTICIA DOS AGRICULTORES FAMILIARES DO ESTADO DE PERNAMBUCO,1,210370.5000
COOPERATIVA AGROECOLOGICA DA AGRICULTURA FAMILIAR DO CAMINHO DE ASSIS - COOPERFA,1,28267.2600
COOPERATIVA AGROECOLOGICA DOS AGRICULTORES E AGRICULTORAS FAMILIARES DE CAXIAS -,1,48429.0500
COOPERATIVA AGROPECUARIA DOS ASSENTAMENTOS QUILOMBO DOS PALMARES II E ELDORADO D,1,20543.8000
COOPERATIVA AGROPECUARIA DOS CINCO POLOS - COOPERCINCO,1,110778.1100
COOPERATIVA AGROPECUARIA MISTA DA REGIAO DE ALAGOINHAS LTDA,1,41094.1100
COOPERATIVA DA AGRICULTURA FAMILIAR DE CABO FRIO,1,74137.0000
COOPERATIVA DA AGRICULTURA FAMILIAR DE POCOS DE CALDAS E REGIAO - AGRIPOCOS,1,3150.0000
COOPERATIVA DE COMERCIALIZACAO DA AGRICULTURA FAMILIAR DE ECONOMIA SOLIDARIA - C,1,49395.7000
COOPERATIVA DE DESENVOLVIMENTO REGIONAL LTDA,1,26111.2100
COOPERATIVA DE LATICINIOS DE ALFREDO CHAVES - CLAC,1,83147.0000
COOPERATIVA DE PROCESSAMENTO ALIMENTAR E AGRICULTURA FAMILIAR SOLIDARIA DE PIRAQ,1,72174.2400
COOPERATIVA DE PRODUCAO E CONSUMO FAMILIAR NOSSA TERRA LTDA,1,11344.0000
COOPERATIVA DE PRODUTORES RURAIS DO P.A NOVA TANGARA,1,34101.6500
COOPERATIVA DOS AGRICULTORES FAMILIARES DE ELDORADO - COOPAFEL,1,20638.8000
COOPERATIVA DOS ANESTESIOLOGISTAS DA PARAIBA - COOPANEST - PB,1,500000.0000
COOPERATIVA DOS BANANICULTORES E AGRICULTORES DE MIRACATU - COOBAM,1,8102.8800
COOPERATIVA DOS MEDICOS ANESTESIOLOGISTAS DO ESTADO DE MATO GROSSO - COOPANEST-M,1,2300000.0000
COOPERATIVA DOS PRODUTORES RURAIS DE SAO GONCALO DO AMARANTE,1,26479.5000
COOPERATIVA REGIONAL AGROPECUARIA SERRANA,1,86380.0000
COOPERATIVA REGIONAL DA AGRICULTURA FAMILIAR DE GETULIO VARGAS,1,8991.0000
